title,desc,link,country
Women ICT Training & Innovation Project,African Advanced Level Telecommunications Institute (AFRALTI) is an Inter-Governmental Institute established in 1992 to supplement and spearhead ICT development efforts mainly in English-speaking Africa. Currently the member States that have ratified the,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16116641094605859,Category 3 — AL C3. Access to information and knowledge,Kenya
Smart Cities and Territories Maturity Measurement Model for Colombia,The Model is a self-diagnosis tool that identifies any city or territory's current situation concerning the dimensions and sub-dimensions where a smart city initiative can be undertaken. The data and information generated from the implementation of the M,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16120713436895528,Category 3 — AL C3. Access to information and knowledge,"Bogotá,"
Sisters of Code - the first female coding club in Cambodia,"Sisters of Code, the first female coding club in Cambodia, is encouraging female students to study technology, thus directly impacting their professional opportunities for better-paid jobs in the future, as well as grows their leadership skills and confi",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16118637951721477,Category 3 — AL C3. Access to information and knowledge,Cambodia
Manara Dashboard,"As part of the Ministry of Health and Prevention's keenness to implement the smart government initiative, through the development of health information systems and applying global standards in the management of infrastructure for health facilities, in li",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121575857374727,Category 3 — AL C3. Access to information and knowledge,"dubai and north emirates ,"
Local Networks initiative: Connecting the unconnected by seeding growth of community networks,"The Local Networks initiative by APC began in the year 2017 aiming to understand 'Can the unconnected connect themselves?'In this direction, the project focused on bottom-up connectivity strategies of connecting the unconnected. An indepth analysis of Co",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115755188088288,Category 3 — AL C3. Access to information and knowledge,Africa
Lucinda,"Target audience are the illiterate, women and disabled persons.    The main objective for this proposed project is to reduce exclusion of vulnerable people in economic development.    The other objectives are:   •	Increase the ability of Ugandans to scal",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121128949245170,Category 3 — AL C3. Access to information and knowledge,Uganda
GoCC4All: Using IT  to Provide Access to TV and to National and Local Emergency Information to the Deaf-Blind Community,"""We are using our app GoCC4All to deliver information and emergency alerts related to the Coronavirus to people who are deaf-blind. The pandemic created a challenging situation for the deaf-blind community since they rely on touch to communicate and thei",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16110535095748363,Category 3 — AL C3. Access to information and knowledge,United States of America
Improve Digital Technology Access to Village Girls and Women,"Our solution is ensuring thatScheduled Caste and Scheduled Tribes (SC/ST) girls get what their urban peer groups get: namely virtual classrooms. Availing expert coaching for girl children studying 9th, 10th, 11th and 12th standards, the crucial years bef",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121661078380435,Category 3 — AL C3. Access to information and knowledge,India
Open Data Portal,"The Open Data Portal regulates the way data, generated by government agencies, is made available to the public. The purpose is to facilitate access, use, re-use, and redistribution for any purpose. The Portal presents data in open format, disaggregated t",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16111908047480226,Category 3 — AL C3. Access to information and knowledge,"Mexico City,"
Waste Electrical and Electronic Equipment for Education and Environment,"WEEE-4-EE is a platform to donate WEEE for the sake of education and environment; a closed loop for transferring a social good. With the help of WEEE-4-EE, the donor gets a chance to help lift students in need out of poverty and a chance for WEEE to circ",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16106125522221151,Category 6 — AL C6. Enabling environment,Turkey
Screening and follow-up of potential patients through digital platforms,"An automatic screening tool for people who suspect they might be infected with coronavirus is available for the residents and visitors of Mexico City through several channels: via SMS (free of charge), Facebook Messenger, doing an online test or calling",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16106552538099761,Category 6 — AL C6. Enabling environment,"Mexico City,"
Safe Cities for Women Thinkathon; a UN Women and UNICC Partnership,"Women and girls experience and fear sexual violence in public spaces, including the online space. COVID-19 restrictions have intensified this challenge. UN Women and the United Nations International Computing Centre (UNICC) are working to make these spac",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115877848924211,Category 6 — AL C6. Enabling environment,France
Regulatory Sandbox for delivery applications,"Communications & Information Technology Commission (CITC) Regulatory Sandbox was implemented to smartly control and regulate the KSA Delivery Apps ecosystem while nurturing and support the innovation & entrepreneurship culture, in line with the national",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121768995105490,Category 6 — AL C6. Enabling environment,Saudi Arabia
REINICIA (Restart). The Digital Programme for Business Renewals,"‘Restart’, an entirely digital programme, set up under the auspices of the Andalusian Government, in collaboration with various other public and private sector institutions within this region’s entrepreneurial ecosystem, has been facing the challenge of",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115666131847165,Category 6 — AL C6. Enabling environment,"Andalusia,"
National Incubation Centers,The Government of Pakistan has a vision of accelerated digitization and transformation towards a knowledge based economy to spur economic growth through innovation and entrepreneurship. Keeping in mind the critical role played by startups in economic gro,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121970009488928,Category 6 — AL C6. Enabling environment,Pakistan
Zimba Mart - SME E-commerce and Digitization Resilience Programme,"Women-owned Small and Medium Enterprises (SMEs), which make up an estimated one fifth of the Ugandan economy in terms of employment, are likely to suffer disproportionately as a consequence of this outbreak. As Zimba Women, we have introduced the SME E-C",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16109015136646580,Category 8 — AL C7. ICT applications: benefits in all aspects of life — E-business,Kenya
Theqa,"Theqa is a non-for profit governmental program that aims to support all the online shoppers' community in Qatar regardless of their gender. ""Theqa"", which means “trust” in Arabic, is an eCommerce Trustmark, an electronic label indicating that an online m",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16116686758945137,Category 8 — AL C7. ICT applications: benefits in all aspects of life — E-business,Qatar
